tic,weburl
3KDUS,NULL
PEGA,www.pega.com
PTIE,www.paintrials.com
HRS,www.harris.com
CNP,www.centerpointenergy.com
CUR,www.neuralstem.com
III,www.informationsg.com
HF,www.hfflp.com
RKDA,www.arcadiabio.com
MVIS,www.microvision.com
MMP,www.magellanlp.com
WMGI,www.wmt.com
IRC,www.inlandrealestate.com
H,www.hyatt.com
ANDE,www.andersonsinc.com
AMAT,www.appliedmaterials.com
SZMK,www.sizmek.com
ALSK,www.alaskacommunications.com
RCPI,www.rockcreekpharmaceuticals.com
UE,www.uedge.com
LPSB,www.laportesavingsbank.com
MDCA,www.mdc-partners.com
CUBI,www.customersbank.com
MM,www.millennialmedia.com
FELP,www.foresight.com
CLIR,clearsign.com
OFC,www.copt.com
COH,www.coach.com
MSA,www.msasafety.com
LRCX,www.lamresearch.com
PAHC,www.pahc.com
ATHN,www.athenahealth.com
WTR,www.aquaamerica.com
IPDN,www.profusional.com
OVLY,www.ovcb.com
LIVE,livedeal.com
PRA,www.proassurance.com
VIAS,www.viasystems.com
AMID,www.americanmidstream.com
SIAL,www.sigmaaldrich.com
NLS,www.nautilusinc.com
FISI,www.fiiwarsaw.com
ECPG,www.encorecapital.com
EGOV,www.egov.com
DWRE,www.demandware.com
XLS,www.exelisinc.com
ACHC,www.acadiahealthcare.com
RBC,www.regal-beloit.com
TREX,www.trex.com
BSFT,www.broadsoft.com
ONE,www.higherone.com
LION,www.lionbank.com
XPO,www.xpocorporate.com
AINV,www.apolloic.com
RLYP,www.relypsa.com
CARA,www.caratherapeutics.com
CBAY,www.cymabay.com
NTCT,www.netscout.com
ENT,www.globaleagleent.com
S,www.sprint.com
BDCV,www.BDCV.com
MUR,www.murphyoilcorp.com
CDNS,www.cadence.com
AEPI,www.aepinc.com
NGVC,www.naturalgrocers.com
EPD,www.enterpriseproducts.com
FSL,www.freescale.com
NVIV,www.invivotherapeutics.com
LXK,www.lexmark.com
MMLP,www.martinmidstream.com
